dataset,variable,label
NFHS-4 Household,hv226,type of cooking fuel
NFHS-4 Household,hv227,has mosquito bed net for sleeping
NFHS-4 Household,hv228,children under 5 slept under mosquito bed net last night
NFHS-4 Household,hv230a,place where household members wash their hands
NFHS-4 Household,hv230b,presence of water at hand washing place
NFHS-4 Household,hv232,items present: soap or detergent
NFHS-4 Household,hv232b,"items present: ash, mud, sand"
NFHS-4 Household,hv232c,na - items present: cs
NFHS-4 Household,hv232d,na - items present: cs
NFHS-4 Household,hv232e,na - items present: cs
NFHS-4 Household,hv232y,items present: none
NFHS-4 Household,hv234,na - result of salt test for iodine (ppm)
NFHS-4 Household,hv234a,result of salt test for iodine
NFHS-4 Household,hv235,location of source for water
NFHS-4 Household,hv236,person fetching water
NFHS-4 Household,hv237,anything done to water to make safe to drink
NFHS-4 Household,hv237a,water usually treated by: boil
NFHS-4 Household,hv237b,water usually treated by: add bleach/chlorine
NFHS-4 Household,hv237c,water usually treated by: strain through a cloth
NFHS-4 Household,hv237d,water usually treated by: use water filter
NFHS-4 Household,hv237e,na - water usually treated by: solar disinfection
NFHS-4 Household,hv237f,water usually treated by: let it stand and settle
NFHS-4 Household,hv237g,water usually treated by: use alum
NFHS-4 Household,hv237h,water usually treated by: use electric purifier
NFHS-4 Household,hv237i,na - water usually treated by: cs
NFHS-4 Household,hv237j,na - water usually treated by: cs
NFHS-4 Household,hv237k,na - water usually treated by: cs
NFHS-4 Household,hv237x,water usually treated by: other
NFHS-4 Household,hv237z,water usually treated by: don't know
NFHS-4 Household,hv238,number of households sharing toilet
NFHS-4 Household,hv239,food cooked on stove or open fire  (see sh39)
NFHS-4 Household,hv240,"na - household has a chimney, hood or neither"
NFHS-4 Household,hv241,food cooked in the house/separate building/outdoors
NFHS-4 Household,hv242,household has separate room used as kitchen
NFHS-4 Household,hv243a,has mobile telephone
NFHS-4 Household,hv243b,has watch
NFHS-4 Household,hv243c,has animal-drawn cart
NFHS-4 Household,hv243d,na - has boat with a motor
NFHS-4 Household,hv244,owns land usable for agriculture
NFHS-4 Household,hv245,"hectares of agricultural land (1 decimal)  (see: hv245i, sh50 and sh51)"
NFHS-4 Household,hv246,"owns livestock, herds or farm animals"
NFHS-4 Household,hv246a,na - owns cattle
NFHS-4 Household,hv246b,na - owns cows/bulls
NFHS-4 Household,hv246c,na - owns horses/donkeys/mules
NFHS-4 Household,hv246d,na - owns goats
NFHS-4 Household,hv246e,na - owns sheep
NFHS-4 Household,hv246f,na - owns chickens
NFHS-4 Household,hv246g,na - owns cs
NFHS-4 Household,hv246h,na - owns cs
NFHS-4 Household,hv246i,na - owns cs
NFHS-4 Household,hv246j,na - owns cs
NFHS-4 Household,hv246k,na - owns cs
NFHS-4 Household,hv247,has bank account
NFHS-4 Household,hv252,frequency household members smoke inside the house
NFHS-4 Household,hv253,na - has dwelling been sprayed against mosquitoes in last 12 months
NFHS-4 Household,hv253a,na - dwelling sprayed by: government worker/program
NFHS-4 Household,hv253b,na - dwelling sprayed by: private company
NFHS-4 Household,hv253c,na - dwelling sprayed by: ngo
NFHS-4 Household,hv253d,na - dwelling sprayed by: cs
NFHS-4 Household,hv253e,na - dwelling sprayed by: cs
NFHS-4 Household,hv253f,na - dwelling sprayed by: cs
NFHS-4 Household,hv253g,na - dwelling sprayed by: cs
NFHS-4 Household,hv253h,na - dwelling sprayed by: cs
NFHS-4 Household,hv253x,na - dwelling sprayed by: other
NFHS-4 Household,hv253z,na - dwelling sprayed by: don't know
NFHS-4 Household,hv270,wealth index
NFHS-4 Household,hv271,wealth index factor score (5 decimals)
NFHS-4 Household,hml1,number of mosquito bed nets
NFHS-4 Household,hml1a,number of mosquito bed nets with specific information
NFHS-4 Household,hml2,number of children under mosquito bed net previous night
NFHS-4 Household,shv005,state household weight (6 decimals)
NFHS-4 Household,shv028,state weight for households selected for men's sub-sample (6 decimals)
NFHS-4 Household,shdistri,district
NFHS-4 Household,shslumc,slum designation by sample frame
NFHS-4 Household,shslumo,slum designation by observation
NFHS-4 Household,shconsent,consent agreement
NFHS-4 Household,shlangq,language of questionnaire
NFHS-4 Household,shlangrm,respondent's mother tongue
NFHS-4 Household,shlangi,language of the interview
NFHS-4 Household,shtransl,translator used?
NFHS-4 Household,sh23,any usual resident of the household suffers from tb
NFHS-4 Household,sh34,household head's religion
NFHS-4 Household,sh35,caste or tribe of household head
NFHS-4 Household,sh36,type of caste or tribe of the household head
NFHS-4 Household,sh37b,mattress
NFHS-4 Household,sh37c,pressure cooker
NFHS-4 Household,sh37d,chair
NFHS-4 Household,sh37e,cot or bed
NFHS-4 Household,sh37f,table
NFHS-4 Household,sh37g,electric fan
NFHS-4 Household,sh37i,black and white television
NFHS-4 Household,sh37j,colour television
NFHS-4 Household,sh37k,sewing machine
NFHS-4 Household,sh37n,internet
NFHS-4 Household,sh37o,computer
NFHS-4 Household,sh37q,air conditioner/cooler
NFHS-4 Household,sh37r,washing machine
NFHS-4 Household,sh37x,water pump
NFHS-4 Household,sh37y,thresher
NFHS-4 Household,sh37z,tractor
NFHS-4 Household,sh46,member of household owns this house or any other house
NFHS-4 Household,sh47,gender of person owning house
NFHS-4 Household,sh49,gender of person owning agricultural land
NFHS-4 Household,hv245i,"hectares of irrigated agricultural land (1 decimal)  (see: hv245, sh50 and sh51)"
NFHS-4 Household,sh52a,cows/bulls/buffaloes
NFHS-4 Household,sh52b,camels
NFHS-4 Household,sh52c,horses/donkeys/mules
NFHS-4 Household,sh52d,goats
NFHS-4 Household,sh52e,sheep
NFHS-4 Household,sh52f,chickens/ducks
NFHS-4 Household,sh54,member of household covered by a health scheme or health insurance
NFHS-4 Household,sh55a,health scheme/insurance: esis
NFHS-4 Household,sh55b,health scheme/insurance: cghs
NFHS-4 Household,sh55c,health scheme/insurance: state health insurance scheme
NFHS-4 Household,sh55d,health scheme/insurance: rashtriya swasthya bima yojana (rsby)
NFHS-4 Household,sh55e,health scheme/insurance: comm health insurance programme
NFHS-4 Household,sh55f,health scheme/insurance: other health insurance through employer
NFHS-4 Household,sh55g,health scheme/insurance: medical reimbursement from employer
NFHS-4 Household,sh55h,health scheme/insurance: other privately purchased comm health insurance
NFHS-4 Household,sh55x,health scheme/insurance: other
NFHS-4 Household,sh56,where household members generally go for treatment
NFHS-4 Household,sh57a,reason hh members don't use govt facility: no nearby facility
NFHS-4 Household,sh57b,reason hh members don't use govt facility: facility timing not convenient
NFHS-4 Household,sh57c,reason hh members don't use govt facility: health personnel often absent
NFHS-4 Household,sh57d,reason hh members don't use govt facility: waiting time too long
NFHS-4 Household,sh57e,reason hh members don't use govt facility: poor quality of care
NFHS-4 Household,sh57x,reason hh members don't use govt facility: other
NFHS-4 Household,sh58,household has a bpl card
NFHS-4 Household,sh61a,place mosquito nets came from: purchased from market
NFHS-4 Household,sh61b,place mosquito nets came from: government
NFHS-4 Household,sh61c,place mosquito nets came from: supplied by ngo/trust
NFHS-4 Household,sh61x,place mosquito nets came from: other
NFHS-4 Household,sh61z,place mosquito nets came from: don't know
NFHS-4 Household,sh70,any usual member of the household died since january 2011
NFHS-4 Household,sh71,total number of deaths since january 2011
NFHS-4 Household,sh39,"in this household, is food cooked on a stove, a chullah or an open fire?"
NFHS-4 Household,shnfhs2,house type (as defined in nfhs-2 and 3)
NFHS-4 Household,shstruc,household structure
NFHS-4 Household,sh50,agricultural land (without units specified) (1 decimal)  (see: sh50u)
NFHS-4 Household,sh51,irrigated agricultural land (without units specified) (1 decimal)  (see: sh50u)
NFHS-4 Household,agland,agricultural land status
NFHS-4 Household,sv270s,wealth index within state
NFHS-4 Household,sv270u,wealth index - urban
NFHS-4 Household,sv271u,wealth index factor score (5 decimals) - urban
NFHS-4 Household,sv270us,wealth index - urban within state
NFHS-4 Household,sv270r,wealth index - rural
NFHS-4 Household,sv271r,wealth index factor score (5 decimals) - rural
NFHS-4 Household,sv270rs,wealth index - rural within state
NFHS-4 Household,sh50u,unit of measurement for agricultural land (see: sh50 and sh51)
NFHS-4 Household,shphase,questionnaire version: education questions
NFHS-4 Household,hvidx_01,line number
NFHS-4 Household,hvidx_02,line number
NFHS-4 Household,hvidx_03,line number
NFHS-4 Household,hvidx_04,line number
NFHS-4 Household,hvidx_05,line number
NFHS-4 Household,hvidx_06,line number
NFHS-4 Household,hvidx_07,line number
NFHS-4 Household,hvidx_08,line number
NFHS-4 Household,hvidx_09,line number
NFHS-4 Household,hvidx_10,line number
NFHS-4 Household,hvidx_11,line number
NFHS-4 Household,hvidx_12,line number
NFHS-4 Household,hvidx_13,line number
NFHS-4 Household,hvidx_14,line number
NFHS-4 Household,hvidx_15,line number
NFHS-4 Household,hvidx_16,line number
NFHS-4 Household,hvidx_17,line number
NFHS-4 Household,hvidx_18,line number
NFHS-4 Household,hvidx_19,line number
NFHS-4 Household,hvidx_20,line number
NFHS-4 Household,hvidx_21,line number
NFHS-4 Household,hvidx_22,line number
NFHS-4 Household,hvidx_23,line number
NFHS-4 Household,hvidx_24,line number
NFHS-4 Household,hvidx_25,line number
NFHS-4 Household,hvidx_26,line number
NFHS-4 Household,hvidx_27,line number
NFHS-4 Household,hvidx_28,line number
NFHS-4 Household,hvidx_29,line number
NFHS-4 Household,hvidx_30,line number
NFHS-4 Household,hvidx_31,line number
NFHS-4 Household,hvidx_32,line number
NFHS-4 Household,hvidx_33,line number
NFHS-4 Household,hvidx_34,line number
NFHS-4 Household,hvidx_35,line number
NFHS-4 Household,hvidx_36,line number
NFHS-4 Household,hvidx_37,line number
NFHS-4 Household,hvidx_38,line number
NFHS-4 Household,hvidx_39,line number
NFHS-4 Household,hvidx_40,line number
NFHS-4 Household,hvidx_41,line number
NFHS-4 Household,hv101_01,relationship to head
NFHS-4 Household,hv101_02,relationship to head
NFHS-4 Household,hv101_03,relationship to head
NFHS-4 Household,hv101_04,relationship to head
NFHS-4 Household,hv101_05,relationship to head
NFHS-4 Household,hv101_06,relationship to head
NFHS-4 Household,hv101_07,relationship to head
NFHS-4 Household,hv101_08,relationship to head
NFHS-4 Household,hv101_09,relationship to head
NFHS-4 Household,hv101_10,relationship to head
NFHS-4 Household,hv101_11,relationship to head
NFHS-4 Household,hv101_12,relationship to head
NFHS-4 Household,hv101_13,relationship to head
NFHS-4 Household,hv101_14,relationship to head
NFHS-4 Household,hv101_15,relationship to head
NFHS-4 Household,hv101_16,relationship to head
NFHS-4 Household,hv101_17,relationship to head
NFHS-4 Household,hv101_18,relationship to head
NFHS-4 Household,hv101_19,relationship to head
NFHS-4 Household,hv101_20,relationship to head
NFHS-4 Household,hv101_21,relationship to head
NFHS-4 Household,hv101_22,relationship to head
NFHS-4 Household,hv101_23,relationship to head
NFHS-4 Household,hv101_24,relationship to head
NFHS-4 Household,hv101_25,relationship to head
NFHS-4 Household,hv101_26,relationship to head
NFHS-4 Household,hv101_27,relationship to head
NFHS-4 Household,hv101_28,relationship to head
NFHS-4 Household,hv101_29,relationship to head
NFHS-4 Household,hv101_30,relationship to head
NFHS-4 Household,hv101_31,relationship to head
NFHS-4 Household,hv101_32,relationship to head
NFHS-4 Household,hv101_33,relationship to head
NFHS-4 Household,hv101_34,relationship to head
NFHS-4 Household,hv101_35,relationship to head
NFHS-4 Household,hv101_36,relationship to head
NFHS-4 Household,hv101_37,relationship to head
NFHS-4 Household,hv101_38,relationship to head
NFHS-4 Household,hv101_39,relationship to head
NFHS-4 Household,hv101_40,relationship to head
NFHS-4 Household,hv101_41,relationship to head
NFHS-4 Household,hv102_01,usual resident
NFHS-4 Household,hv102_02,usual resident
NFHS-4 Household,hv102_03,usual resident
NFHS-4 Household,hv102_04,usual resident
NFHS-4 Household,hv102_05,usual resident
NFHS-4 Household,hv102_06,usual resident
NFHS-4 Household,hv102_07,usual resident
NFHS-4 Household,hv102_08,usual resident
NFHS-4 Household,hv102_09,usual resident
NFHS-4 Household,hv102_10,usual resident
NFHS-4 Household,hv102_11,usual resident
NFHS-4 Household,hv102_12,usual resident
NFHS-4 Household,hv102_13,usual resident
NFHS-4 Household,hv102_14,usual resident
NFHS-4 Household,hv102_15,usual resident
NFHS-4 Household,hv102_16,usual resident
NFHS-4 Household,hv102_17,usual resident
NFHS-4 Household,hv102_18,usual resident
NFHS-4 Household,hv102_19,usual resident
NFHS-4 Household,hv102_20,usual resident
NFHS-4 Household,hv102_21,usual resident
NFHS-4 Household,hv102_22,usual resident
NFHS-4 Household,hv102_23,usual resident
NFHS-4 Household,hv102_24,usual resident
NFHS-4 Household,hv102_25,usual resident
NFHS-4 Household,hv102_26,usual resident
NFHS-4 Household,hv102_27,usual resident
NFHS-4 Household,hv102_28,usual resident
NFHS-4 Household,hv102_29,usual resident
NFHS-4 Household,hv102_30,usual resident
NFHS-4 Household,hv102_31,usual resident
NFHS-4 Household,hv102_32,usual resident
NFHS-4 Household,hv102_33,usual resident
NFHS-4 Household,hv102_34,usual resident
NFHS-4 Household,hv102_35,usual resident
NFHS-4 Household,hv102_36,usual resident
NFHS-4 Household,hv102_37,usual resident
NFHS-4 Household,hv102_38,usual resident
NFHS-4 Household,hv102_39,usual resident
NFHS-4 Household,hv102_40,usual resident
NFHS-4 Household,hv102_41,usual resident
NFHS-4 Household,hv103_01,slept last night
NFHS-4 Household,hv103_02,slept last night
NFHS-4 Household,hv103_03,slept last night
NFHS-4 Household,hv103_04,slept last night
NFHS-4 Household,hv103_05,slept last night
NFHS-4 Household,hv103_06,slept last night
NFHS-4 Household,hv103_07,slept last night
NFHS-4 Household,hv103_08,slept last night
NFHS-4 Household,hv103_09,slept last night
NFHS-4 Household,hv103_10,slept last night
NFHS-4 Household,hv103_11,slept last night
NFHS-4 Household,hv103_12,slept last night
NFHS-4 Household,hv103_13,slept last night
NFHS-4 Household,hv103_14,slept last night
NFHS-4 Household,hv103_15,slept last night
NFHS-4 Household,hv103_16,slept last night
NFHS-4 Household,hv103_17,slept last night
NFHS-4 Household,hv103_18,slept last night
NFHS-4 Household,hv103_19,slept last night
NFHS-4 Household,hv103_20,slept last night
NFHS-4 Household,hv103_21,slept last night
NFHS-4 Household,hv103_22,slept last night
NFHS-4 Household,hv103_23,slept last night
NFHS-4 Household,hv103_24,slept last night
NFHS-4 Household,hv103_25,slept last night
NFHS-4 Household,hv103_26,slept last night
NFHS-4 Household,hv103_27,slept last night
NFHS-4 Household,hv103_28,slept last night
NFHS-4 Household,hv103_29,slept last night
NFHS-4 Household,hv103_30,slept last night
NFHS-4 Household,hv103_31,slept last night
NFHS-4 Household,hv103_32,slept last night
NFHS-4 Household,hv103_33,slept last night
NFHS-4 Household,hv103_34,slept last night
NFHS-4 Household,hv103_35,slept last night
NFHS-4 Household,hv103_36,slept last night
NFHS-4 Household,hv103_37,slept last night
NFHS-4 Household,hv103_38,slept last night
NFHS-4 Household,hv103_39,slept last night
NFHS-4 Household,hv103_40,slept last night
NFHS-4 Household,hv103_41,slept last night
NFHS-4 Household,hv104_01,sex of household member
NFHS-4 Household,hv104_02,sex of household member
NFHS-4 Household,hv104_03,sex of household member
NFHS-4 Household,hv104_04,sex of household member
NFHS-4 Household,hv104_05,sex of household member
NFHS-4 Household,hv104_06,sex of household member
NFHS-4 Household,hv104_07,sex of household member
NFHS-4 Household,hv104_08,sex of household member
NFHS-4 Household,hv104_09,sex of household member
NFHS-4 Household,hv104_10,sex of household member
NFHS-4 Household,hv104_11,sex of household member
NFHS-4 Household,hv104_12,sex of household member
NFHS-4 Household,hv104_13,sex of household member
NFHS-4 Household,hv104_14,sex of household member
NFHS-4 Household,hv104_15,sex of household member
NFHS-4 Household,hv104_16,sex of household member
NFHS-4 Household,hv104_17,sex of household member
NFHS-4 Household,hv104_18,sex of household member
NFHS-4 Household,hv104_19,sex of household member
NFHS-4 Household,hv104_20,sex of household member
NFHS-4 Household,hv104_21,sex of household member
NFHS-4 Household,hv104_22,sex of household member
NFHS-4 Household,hv104_23,sex of household member
NFHS-4 Household,hv104_24,sex of household member
NFHS-4 Household,hv104_25,sex of household member
NFHS-4 Household,hv104_26,sex of household member
NFHS-4 Household,hv104_27,sex of household member
NFHS-4 Household,hv104_28,sex of household member
NFHS-4 Household,hv104_29,sex of household member
NFHS-4 Household,hv104_30,sex of household member
NFHS-4 Household,hv104_31,sex of household member
NFHS-4 Household,hv104_32,sex of household member
NFHS-4 Household,hv104_33,sex of household member
NFHS-4 Household,hv104_34,sex of household member
NFHS-4 Household,hv104_35,sex of household member
NFHS-4 Household,hv104_36,sex of household member
NFHS-4 Household,hv104_37,sex of household member
NFHS-4 Household,hv104_38,sex of household member
NFHS-4 Household,hv104_39,sex of household member
NFHS-4 Household,hv104_40,sex of household member
NFHS-4 Household,hv104_41,sex of household member
NFHS-4 Household,hv105_01,age of household members
NFHS-4 Household,hv105_02,age of household members
NFHS-4 Household,hv105_03,age of household members
NFHS-4 Household,hv105_04,age of household members
NFHS-4 Household,hv105_05,age of household members
NFHS-4 Household,hv105_06,age of household members
NFHS-4 Household,hv105_07,age of household members
NFHS-4 Household,hv105_08,age of household members
NFHS-4 Household,hv105_09,age of household members
NFHS-4 Household,hv105_10,age of household members
NFHS-4 Household,hv105_11,age of household members
NFHS-4 Household,hv105_12,age of household members
NFHS-4 Household,hv105_13,age of household members
NFHS-4 Household,hv105_14,age of household members
NFHS-4 Household,hv105_15,age of household members
NFHS-4 Household,hv105_16,age of household members
NFHS-4 Household,hv105_17,age of household members
NFHS-4 Household,hv105_18,age of household members
NFHS-4 Household,hv105_19,age of household members
NFHS-4 Household,hv105_20,age of household members
NFHS-4 Household,hv105_21,age of household members
NFHS-4 Household,hv105_22,age of household members
NFHS-4 Household,hv105_23,age of household members
NFHS-4 Household,hv105_24,age of household members
NFHS-4 Household,hv105_25,age of household members
NFHS-4 Household,hv105_26,age of household members
NFHS-4 Household,hv105_27,age of household members
NFHS-4 Household,hv105_28,age of household members
NFHS-4 Household,hv105_29,age of household members
NFHS-4 Household,hv105_30,age of household members
NFHS-4 Household,hv105_31,age of household members
NFHS-4 Household,hv105_32,age of household members
NFHS-4 Household,hv105_33,age of household members
NFHS-4 Household,hv105_34,age of household members
NFHS-4 Household,hv105_35,age of household members
NFHS-4 Household,hv105_36,age of household members
NFHS-4 Household,hv105_37,age of household members
NFHS-4 Household,hv105_38,age of household members
NFHS-4 Household,hv105_39,age of household members
NFHS-4 Household,hv105_40,age of household members
NFHS-4 Household,hv105_41,age of household members
NFHS-4 Household,hv106_01,highest educational level attained
NFHS-4 Household,hv106_02,highest educational level attained
NFHS-4 Household,hv106_03,highest educational level attained
NFHS-4 Household,hv106_04,highest educational level attained
NFHS-4 Household,hv106_05,highest educational level attained
NFHS-4 Household,hv106_06,highest educational level attained
NFHS-4 Household,hv106_07,highest educational level attained
NFHS-4 Household,hv106_08,highest educational level attained
NFHS-4 Household,hv106_09,highest educational level attained
NFHS-4 Household,hv106_10,highest educational level attained
NFHS-4 Household,hv106_11,highest educational level attained
NFHS-4 Household,hv106_12,highest educational level attained
NFHS-4 Household,hv106_13,highest educational level attained
NFHS-4 Household,hv106_14,highest educational level attained
NFHS-4 Household,hv106_15,highest educational level attained
NFHS-4 Household,hv106_16,highest educational level attained
NFHS-4 Household,hv106_17,highest educational level attained
NFHS-4 Household,hv106_18,highest educational level attained
NFHS-4 Household,hv106_19,highest educational level attained
NFHS-4 Household,hv106_20,highest educational level attained
NFHS-4 Household,hv106_21,highest educational level attained
NFHS-4 Household,hv106_22,highest educational level attained
NFHS-4 Household,hv106_23,highest educational level attained
NFHS-4 Household,hv106_24,highest educational level attained
NFHS-4 Household,hv106_25,highest educational level attained
NFHS-4 Household,hv106_26,highest educational level attained
NFHS-4 Household,hv106_27,highest educational level attained
NFHS-4 Household,hv106_28,highest educational level attained
NFHS-4 Household,hv106_29,highest educational level attained
NFHS-4 Household,hv106_30,highest educational level attained
NFHS-4 Household,hv106_31,highest educational level attained
NFHS-4 Household,hv106_32,highest educational level attained
NFHS-4 Household,hv106_33,highest educational level attained
NFHS-4 Household,hv106_34,highest educational level attained
NFHS-4 Household,hv106_35,highest educational level attained
NFHS-4 Household,hv106_36,highest educational level attained
NFHS-4 Household,hv106_37,highest educational level attained
NFHS-4 Household,hv106_38,highest educational level attained
NFHS-4 Household,hv106_39,highest educational level attained
NFHS-4 Household,hv106_40,highest educational level attained
NFHS-4 Household,hv106_41,highest educational level attained
NFHS-4 Household,hv107_01,highest year of education completed
NFHS-4 Household,hv107_02,highest year of education completed
NFHS-4 Household,hv107_03,highest year of education completed
NFHS-4 Household,hv107_04,highest year of education completed
NFHS-4 Household,hv107_05,highest year of education completed
NFHS-4 Household,hv107_06,highest year of education completed
NFHS-4 Household,hv107_07,highest year of education completed
NFHS-4 Household,hv107_08,highest year of education completed
NFHS-4 Household,hv107_09,highest year of education completed
NFHS-4 Household,hv107_10,highest year of education completed
NFHS-4 Household,hv107_11,highest year of education completed
NFHS-4 Household,hv107_12,highest year of education completed
NFHS-4 Household,hv107_13,highest year of education completed
NFHS-4 Household,hv107_14,highest year of education completed
NFHS-4 Household,hv107_15,highest year of education completed
NFHS-4 Household,hv107_16,highest year of education completed
NFHS-4 Household,hv107_17,highest year of education completed
NFHS-4 Household,hv107_18,highest year of education completed
NFHS-4 Household,hv107_19,highest year of education completed
NFHS-4 Household,hv107_20,highest year of education completed
NFHS-4 Household,hv107_21,highest year of education completed
NFHS-4 Household,hv107_22,highest year of education completed
NFHS-4 Household,hv107_23,highest year of education completed
NFHS-4 Household,hv107_24,highest year of education completed
NFHS-4 Household,hv107_25,highest year of education completed
NFHS-4 Household,hv107_26,highest year of education completed
NFHS-4 Household,hv107_27,highest year of education completed
NFHS-4 Household,hv107_28,highest year of education completed
NFHS-4 Household,hv107_29,highest year of education completed
NFHS-4 Household,hv107_30,highest year of education completed
NFHS-4 Household,hv107_31,highest year of education completed
NFHS-4 Household,hv107_32,highest year of education completed
NFHS-4 Household,hv107_33,highest year of education completed
NFHS-4 Household,hv107_34,highest year of education completed
NFHS-4 Household,hv107_35,highest year of education completed
NFHS-4 Household,hv107_36,highest year of education completed
NFHS-4 Household,hv107_37,highest year of education completed
NFHS-4 Household,hv107_38,highest year of education completed
NFHS-4 Household,hv107_39,highest year of education completed
NFHS-4 Household,hv107_40,highest year of education completed
NFHS-4 Household,hv107_41,highest year of education completed
NFHS-4 Household,hv108_01,education completed in single years
NFHS-4 Household,hv108_02,education completed in single years
NFHS-4 Household,hv108_03,education completed in single years
NFHS-4 Household,hv108_04,education completed in single years
NFHS-4 Household,hv108_05,education completed in single years
NFHS-4 Household,hv108_06,education completed in single years
NFHS-4 Household,hv108_07,education completed in single years
NFHS-4 Household,hv108_08,education completed in single years
NFHS-4 Household,hv108_09,education completed in single years
NFHS-4 Household,hv108_10,education completed in single years
NFHS-4 Household,hv108_11,education completed in single years
NFHS-4 Household,hv108_12,education completed in single years
NFHS-4 Household,hv108_13,education completed in single years
NFHS-4 Household,hv108_14,education completed in single years
NFHS-4 Household,hv108_15,education completed in single years
NFHS-4 Household,hv108_16,education completed in single years
NFHS-4 Household,hv108_17,education completed in single years
NFHS-4 Household,hv108_18,education completed in single years
NFHS-4 Household,hv108_19,education completed in single years
NFHS-4 Household,hv108_20,education completed in single years
NFHS-4 Household,hv108_21,education completed in single years
NFHS-4 Household,hv108_22,education completed in single years
NFHS-4 Household,hv108_23,education completed in single years
NFHS-4 Household,hv108_24,education completed in single years
NFHS-4 Household,hv108_25,education completed in single years
NFHS-4 Household,hv108_26,education completed in single years
NFHS-4 Household,hv108_27,education completed in single years
NFHS-4 Household,hv108_28,education completed in single years
NFHS-4 Household,hv108_29,education completed in single years
NFHS-4 Household,hv108_30,education completed in single years
NFHS-4 Household,hv108_31,education completed in single years
NFHS-4 Household,hv108_32,education completed in single years
NFHS-4 Household,hv108_33,education completed in single years
NFHS-4 Household,hv108_34,education completed in single years
NFHS-4 Household,hv108_35,education completed in single years
NFHS-4 Household,hv108_36,education completed in single years
NFHS-4 Household,hv108_37,education completed in single years
NFHS-4 Household,hv108_38,education completed in single years
NFHS-4 Household,hv108_39,education completed in single years
NFHS-4 Household,hv108_40,education completed in single years
NFHS-4 Household,hv108_41,education completed in single years
NFHS-4 Household,hv109_01,educational attainment
NFHS-4 Household,hv109_02,educational attainment
NFHS-4 Household,hv109_03,educational attainment
NFHS-4 Household,hv109_04,educational attainment
NFHS-4 Household,hv109_05,educational attainment
NFHS-4 Household,hv109_06,educational attainment
NFHS-4 Household,hv109_07,educational attainment
NFHS-4 Household,hv109_08,educational attainment
NFHS-4 Household,hv109_09,educational attainment
NFHS-4 Household,hv109_10,educational attainment
NFHS-4 Household,hv109_11,educational attainment
NFHS-4 Household,hv109_12,educational attainment
NFHS-4 Household,hv109_13,educational attainment
NFHS-4 Household,hv109_14,educational attainment
NFHS-4 Household,hv109_15,educational attainment
NFHS-4 Household,hv109_16,educational attainment
NFHS-4 Household,hv109_17,educational attainment
NFHS-4 Household,hv109_18,educational attainment
NFHS-4 Household,hv109_19,educational attainment
NFHS-4 Household,hv109_20,educational attainment
NFHS-4 Household,hv109_21,educational attainment
NFHS-4 Household,hv109_22,educational attainment
NFHS-4 Household,hv109_23,educational attainment
NFHS-4 Household,hv109_24,educational attainment
