dataset,variable,label
NFHS-5 Individual,v629,ideal number of either sex
NFHS-5 Individual,v631,na - problem if became pregnant
NFHS-5 Individual,v632,decision maker for using contraception
NFHS-5 Individual,v632a,na - decision maker for not using contraception
NFHS-5 Individual,v633a,reason for not having sex: husband has sti
NFHS-5 Individual,v633b,reason for not having sex: husband has other women
NFHS-5 Individual,v633c,na - reason for not having sex: recent birth
NFHS-5 Individual,v633d,"reason for not having sex: tired, not in mood"
NFHS-5 Individual,v633e,na - reason for not having sex: cs
NFHS-5 Individual,v633f,na - reason for not having sex: cs
NFHS-5 Individual,v633g,na - reason for not having sex: cs
NFHS-5 Individual,v634,na - husband knows that respondent is using contraception
NFHS-5 Individual,v701,husband/partner's education level
NFHS-5 Individual,v702,husband/partner's highest year of education (at level in v701)
NFHS-5 Individual,v704,husband/partner's occupation
NFHS-5 Individual,v704a,husband/partner worked in last 7 days/12 months
NFHS-5 Individual,v705,husband/partner's occupation (grouped)
NFHS-5 Individual,v714,respondent currently working
NFHS-5 Individual,v714a,"respondent has a job, but currently absent"
NFHS-5 Individual,v715,husband/partner's total number of years of education
NFHS-5 Individual,v716,respondent's occupation
NFHS-5 Individual,v717,respondent's occupation (grouped)
NFHS-5 Individual,v719,"respondent works for family, others, self"
NFHS-5 Individual,v721,na - respondent works at home or away
NFHS-5 Individual,v729,husband/partner's educational attainment
NFHS-5 Individual,v730,husband/partner's age
NFHS-5 Individual,v731,respondent worked in last 12 months
NFHS-5 Individual,v732,respondent employed all year/seasonal
NFHS-5 Individual,v739,person who usually decides how to spend respondent's earnings
NFHS-5 Individual,v740,na - type of land where respondent works
NFHS-5 Individual,v741,type of earnings from respondent's work
NFHS-5 Individual,v743a,person who usually decides on respondent's health care
NFHS-5 Individual,v743b,person who usually decides on large household purchases
NFHS-5 Individual,v743c,na - person who usually decides on household purchases for daily needs
NFHS-5 Individual,v743d,person who usually decides on visits to family or relatives
NFHS-5 Individual,v743e,na - person who usually decides on food to be cooked each day
NFHS-5 Individual,v743f,person who usually decides what to do with money husband earns
NFHS-5 Individual,v744a,beating justified if wife goes out without telling husband
NFHS-5 Individual,v744b,beating justified if wife neglects the children
NFHS-5 Individual,v744c,beating justified if wife argues with husband
NFHS-5 Individual,v744d,beating justified if wife refuses to have sex with husband
NFHS-5 Individual,v744e,beating justified if wife burns the food
NFHS-5 Individual,v745a,owns a house alone or jointly
NFHS-5 Individual,v745b,owns land alone or jointly
NFHS-5 Individual,v745c,na - title deed on house own by respondent
NFHS-5 Individual,v745d,na - title deed on land own by respondent
NFHS-5 Individual,v746,respondent earns more than husband/partner
NFHS-5 Individual,v750,ever heard of a sexually transmitted infection (sti)
NFHS-5 Individual,v751,ever heard of aids
NFHS-5 Individual,v754bp,na - reduce risk of getting hiv: do not have sex at all
NFHS-5 Individual,v754cp,reduce risk of getting hiv: always use condoms during sex
NFHS-5 Individual,v754dp,"reduce risk of getting hiv: have 1 sex partner only, who has no other partners"
NFHS-5 Individual,v754jp,can get hiv from mosquito bites
NFHS-5 Individual,v754wp,can get hiv by sharing food with person who has aids
NFHS-5 Individual,v756,a healthy looking person can have hiv
NFHS-5 Individual,v761,condom used during last sex with most recent partner
NFHS-5 Individual,v761b,condom used during last sex with 2nd to most recent partner
NFHS-5 Individual,v761c,na - condom used during last sex with 3rd to most recent partner
NFHS-5 Individual,v762,na - source of condoms used for last sex
NFHS-5 Individual,v762a,na - brand of condom used for last sex
NFHS-5 Individual,v762aa,source for condoms: government hospital
NFHS-5 Individual,v762ab,source for condoms: public ayush
NFHS-5 Individual,v762ac,source for condoms: government dispensary
NFHS-5 Individual,v762ad,source for condoms: uhc / uhp/ ufws
NFHS-5 Individual,v762ae,source for condoms: chc / rural hospital / block phc
NFHS-5 Individual,v762af,source for condoms: phc / additional phc
NFHS-5 Individual,v762ag,source for condoms: sub-center / anm
NFHS-5 Individual,v762ah,source for condoms: government mobile clinic
NFHS-5 Individual,v762ai,source for condoms: other public health
NFHS-5 Individual,v762aj,source for condoms: private hospital/clinic
NFHS-5 Individual,v762ak,source for condoms: pharmacy / drugstore
NFHS-5 Individual,v762al,na - source for condoms: private doctor
NFHS-5 Individual,v762am,source for condoms: private mobile clinic
NFHS-5 Individual,v762an,source for condoms: private ayush
NFHS-5 Individual,v762ao,source for condoms: private traditional healer
NFHS-5 Individual,v762ap,source for condoms: private paramedic
NFHS-5 Individual,v762aq,source for condoms: private dai ( tba )
NFHS-5 Individual,v762ar,source for condoms: other private health
NFHS-5 Individual,v762as,source for condoms: ration shop
NFHS-5 Individual,v762at,source for condoms: other shop
NFHS-5 Individual,v762au,source for condoms: vending machine
NFHS-5 Individual,v762av,source for condoms: ngo or trust hospital / clinic
NFHS-5 Individual,v762aw,na - source for condoms: cs other
NFHS-5 Individual,v762ax,source for condoms: other
NFHS-5 Individual,v762az,don't know any source for condoms
NFHS-5 Individual,v762ba,na - source for female condoms: government hospital
NFHS-5 Individual,v762bb,na - source for female condoms: cs public
NFHS-5 Individual,v762bc,na - source for female condoms: cs public
NFHS-5 Individual,v762bd,na - source for female condoms: cs public
NFHS-5 Individual,v762be,na - source for female condoms: cs public
NFHS-5 Individual,v762bf,na - source for female condoms: cs public
NFHS-5 Individual,v762bg,na - source for female condoms: cs public
NFHS-5 Individual,v762bh,na - source for female condoms: cs public
NFHS-5 Individual,v762bi,na - source for female condoms: cs public
NFHS-5 Individual,v762bj,na - source for female condoms: private hospital/clinic
NFHS-5 Individual,v762bk,na - source for female condoms: pharmacy
NFHS-5 Individual,v762bl,na - source for female condoms: private doctor
NFHS-5 Individual,v762bm,na - source for female condoms: cs private
NFHS-5 Individual,v762bn,na - source for female condoms: cs private
NFHS-5 Individual,v762bo,na - source for female condoms: cs private
NFHS-5 Individual,v762bp,na - source for female condoms: cs private
NFHS-5 Individual,v762bq,na - source for female condoms: cs private
NFHS-5 Individual,v762br,na - source for female condoms: cs private
NFHS-5 Individual,v762bs,na - source for female condoms: cs other
NFHS-5 Individual,v762bt,na - source for female condoms: cs other
NFHS-5 Individual,v762bu,na - source for female condoms: cs other
NFHS-5 Individual,v762bv,na - source for female condoms: cs other
NFHS-5 Individual,v762bw,na - source for female condoms: cs other
NFHS-5 Individual,v762bx,na - source for female condoms: other
NFHS-5 Individual,v762bz,na - don't know any source for female condoms
NFHS-5 Individual,v763a,had any sti in last 12 months
NFHS-5 Individual,v763b,had genital sore/ulcer in last 12 months
NFHS-5 Individual,v763c,had genital discharge in last 12 months
NFHS-5 Individual,v763d,na - had cs sti in last 12 months
NFHS-5 Individual,v763e,na - had cs sti in last 12 months
NFHS-5 Individual,v763f,na - had cs sti in last 12 months
NFHS-5 Individual,v763g,na - had cs sti in last 12 months
NFHS-5 Individual,v766a,"number of sex partners, excluding spouse, in last 12 months"
NFHS-5 Individual,v766b,"number of sex partners, including spouse, in last 12 months"
NFHS-5 Individual,v767a,relationship with most recent sex partner
NFHS-5 Individual,v767b,relationship with 2nd to most recent sex partner
NFHS-5 Individual,v767c,na - relationship with 3rd to most recent sex partner
NFHS-5 Individual,v768a,na - length of time knows last partner
NFHS-5 Individual,v768b,na - length of time knows other partner (1)
NFHS-5 Individual,v768c,na - length of time knows other partner (2)
NFHS-5 Individual,v769,can get a condom
NFHS-5 Individual,v769a,na - can get a female condom
NFHS-5 Individual,v770,sought advice/treatment for last sti infection
NFHS-5 Individual,v770a,sought sti advice/treatment from: government hospital
NFHS-5 Individual,v770b,sought sti advice/treatment from: public ayush
NFHS-5 Individual,v770c,sought sti advice/treatment from: government health center
NFHS-5 Individual,v770d,sought sti advice/treatment from: public stand-alone ictc
NFHS-5 Individual,v770e,sought sti advice/treatment from: public family planning clinic
NFHS-5 Individual,v770f,sought sti advice/treatment from: public mobile clinic
NFHS-5 Individual,v770g,sought sti advice/treatment from: public fieldworker
NFHS-5 Individual,v770h,sought sti advice/treatment from: public school based clinic
NFHS-5 Individual,v770i,na - sought sti advice/treatment from: cs public
NFHS-5 Individual,v770j,sought sti advice/treatment from: other public sector
NFHS-5 Individual,v770k,sought sti advice/treatment from: private hospital/clinic/doctor
NFHS-5 Individual,v770l,sought sti advice/treatment from: private ayush
NFHS-5 Individual,v770m,sought sti advice/treatment from: private stand-alone ictc
NFHS-5 Individual,v770n,sought sti advice/treatment from: private pharmacy
NFHS-5 Individual,v770o,sought sti advice/treatment from: private mobile clinic
NFHS-5 Individual,v770p,sought sti advice/treatment from: private fieldworker
NFHS-5 Individual,v770q,sought sti advice/treatment from: private school based clinic
NFHS-5 Individual,v770r,na - sought sti advice/treatment from: cs private
NFHS-5 Individual,v770s,sought sti advice/treatment from: other private health
NFHS-5 Individual,v770t,sought sti advice/treatment from: home
NFHS-5 Individual,v770u,sought sti advice/treatment from: correctional facility
NFHS-5 Individual,v770v,sought sti advice/treatment from: ngo or trust hospital / clinic
NFHS-5 Individual,v770w,na - sought sti advice/treatment from: cs other
NFHS-5 Individual,v770x,sought sti advice/treatment from: other
NFHS-5 Individual,v774a,hiv transmitted during pregnancy
NFHS-5 Individual,v774b,hiv transmitted during delivery
NFHS-5 Individual,v774c,hiv transmitted by breastfeeding
NFHS-5 Individual,v775,"na - knows someone who has, or is suspected of having, hiv"
NFHS-5 Individual,v777,would want hiv infection in family to remain secret
NFHS-5 Individual,v777a,na - would be ashamed if someone in the family had hiv
NFHS-5 Individual,v778,willing to care for relative with aids
NFHS-5 Individual,v779,"a female teacher infected with hiv, but is not sick, should be allowed to contin"
NFHS-5 Individual,v780,children should be taught about condoms to avoid aids
NFHS-5 Individual,v781,ever been tested for hiv
NFHS-5 Individual,v783,know a place to get hiv test
NFHS-5 Individual,v784a,place for hiv test: government hospital
NFHS-5 Individual,v784b,place for hiv test: government health center
NFHS-5 Individual,v784c,place for hiv test: stand-alone ictc
NFHS-5 Individual,v784d,place for hiv test: family planning clinic
NFHS-5 Individual,v784e,place for hiv test: mobile clinic
NFHS-5 Individual,v784f,place for hiv test: fieldworker
NFHS-5 Individual,v784g,place for hiv test: school based clinic
NFHS-5 Individual,v784h,place for hiv test: other public health sector
NFHS-5 Individual,v784i,na - place for hiv test: cs public
NFHS-5 Individual,v784j,na - place for hiv test: cs public
NFHS-5 Individual,v784k,place for hiv test: private hospital/clinic/doctor
NFHS-5 Individual,v784l,place for hiv test: stand-alone ictc
NFHS-5 Individual,v784m,place for hiv test: pharmacy
NFHS-5 Individual,v784n,place for hiv test: mobile clinic
NFHS-5 Individual,v784o,place for hiv test: fieldworker
NFHS-5 Individual,v784p,place for hiv test: school based clinic
NFHS-5 Individual,v784q,place for hiv test: other private health sector
NFHS-5 Individual,v784r,na - place for hiv test: cs private
NFHS-5 Individual,v784s,na - place for hiv test: cs private
NFHS-5 Individual,v784t,place for hiv test: home
NFHS-5 Individual,v784u,place for hiv test: correctional facility
NFHS-5 Individual,v784v,place for hiv test: ngo or trust hospital / clinic
NFHS-5 Individual,v784x,place for hiv test: other
NFHS-5 Individual,v785,heard about other stis
NFHS-5 Individual,v791a,"na - last 12 months had sex in return for gifts, cash or other"
NFHS-5 Individual,v820,condom used at first sex
NFHS-5 Individual,v821a,"most recent sex partner younger, the same age or older"
NFHS-5 Individual,v821b,"2nd to most recent sex partner younger, the same age or older"
NFHS-5 Individual,v821c,"na - 3rd to most recent sex partner younger, the same age or older"
NFHS-5 Individual,v822,na - wife justified asking husband to use condom if he has sti
NFHS-5 Individual,v823,na - can get hiv by witchcraft or supernatural means
NFHS-5 Individual,v824,drugs to avoid hiv transmission to baby during pregnancy
NFHS-5 Individual,v825,would buy vegetables from vendor with hiv
NFHS-5 Individual,v826,last time tested for hiv
NFHS-5 Individual,v826a,months ago most recent hiv test
NFHS-5 Individual,v827,"na - last hiv test: on your own, offered or required"
NFHS-5 Individual,v828,received result from last hiv test
NFHS-5 Individual,v829,place where last hiv test was taken
NFHS-5 Individual,v830,na - age of first sex partner
NFHS-5 Individual,v831,"na - first sex partner younger, same age or older"
NFHS-5 Individual,v832b,time since last sex with 2nd to most recent partner
NFHS-5 Individual,v832c,na - time since last sex with 3rd to most recent partner
NFHS-5 Individual,v833a,used condom every time had sex with most recent partner in last 12 months
NFHS-5 Individual,v833b,used condom every time had sex with 2nd to most recent partner in last 12 months
NFHS-5 Individual,v833c,na - used condom every time had sex with 3rd to most recent partner in last 12 m
NFHS-5 Individual,v834a,age of most recent partner
NFHS-5 Individual,v834b,age of 2nd to most recent partner
NFHS-5 Individual,v834c,na - age of 3rd to most recent partner
NFHS-5 Individual,v835a,na - alcohol consumption at last sex with most recent partner
NFHS-5 Individual,v835b,na - alcohol consumption at last sex with 2nd to most recent partner
NFHS-5 Individual,v835c,na - alcohol consumption at last sex with 3rd to most recent partner
NFHS-5 Individual,v836,total lifetime number of sex partners
NFHS-5 Individual,v837,heard of drugs to help hiv infected people live longer
NFHS-5 Individual,v838a,during antenatal visit talked about: hiv transmitted mother to child
NFHS-5 Individual,v838b,during antenatal visit talked about: things to do to prevent getting hiv
NFHS-5 Individual,v838c,during antenatal visit talked about: getting tested for hiv
NFHS-5 Individual,v839,offered hiv test as part of antenatal visit
NFHS-5 Individual,v839a,offered hiv test between the time went for delivery and before baby was born
NFHS-5 Individual,v840,tested for hiv as part of antenatal visit
NFHS-5 Individual,v840a,tested for hiv between the time went for delivery and before baby was born
NFHS-5 Individual,v841,got results of hiv test as part of antenatal visit
NFHS-5 Individual,v841a,got results of hiv test when tested before baby was born
NFHS-5 Individual,v842,place were hiv test was taken as part of antenatal visit
NFHS-5 Individual,v843,tested for hiv since antenatal visit test
NFHS-5 Individual,v844,"na - knows someone denied health services for having, or suspected of having, hi"
NFHS-5 Individual,v845,"na - knows someone denied social events for having, or suspected of having, hiv;"
NFHS-5 Individual,v846,"na - knows someone verbally abused for having, or suspected of having, hiv; in l"
NFHS-5 Individual,v847,na - people with hiv should be ashamed of themselves
NFHS-5 Individual,v848,na - people with hiv should be blamed for bringing disease to community
NFHS-5 Individual,v849,na - children 12-14 should be taught to wait for sex until marriage
NFHS-5 Individual,v850a,na - respondent can refuse sex
NFHS-5 Individual,v850b,na - respondent can ask partner to use a condom
NFHS-5 Individual,v851a,na - young men should wait for sex until marriage
NFHS-5 Individual,v851b,na - most young men wait for sex until marriage
NFHS-5 Individual,v851c,na - unmarried sexually active men should only having sex with one partner
NFHS-5 Individual,v851d,na - most unmarried sexually active men have only one partner
NFHS-5 Individual,v851e,na - married men should only have sex with their wives
NFHS-5 Individual,v851f,na - most married men only have sex with their wives
NFHS-5 Individual,v851g,na - young women should wait for sex until marriage
NFHS-5 Individual,v851h,na - most young women wait for sex until marriage
NFHS-5 Individual,v851i,na - unmarried sexually active women should have only one partner
NFHS-5 Individual,v851j,na - most unmarried sexually active women have only one partner
NFHS-5 Individual,v851k,na - married women should only have sex with their husbands
NFHS-5 Individual,v851l,na - most married women only have sex with their husbands
NFHS-5 Individual,v852a,how long ago first had sex with most recent partner
NFHS-5 Individual,v852b,how long ago first had sex with 2nd most recent partner
NFHS-5 Individual,v852c,na - how long ago first had sex with 3rd most recent partner
NFHS-5 Individual,v853a,times in last 12 months had sex with most recent partner
NFHS-5 Individual,v853b,times in last 12 months had sex with 2nd most recent partner
NFHS-5 Individual,v853c,na - times in last 12 months had sex with 3rd most recent partner
NFHS-5 Individual,v854a,na - point concurrent sexual partners
NFHS-5 Individual,v854b,na - cumulative concurrent sexual partners
NFHS-5 Individual,v855,received counseling after tested for aids during antenatal care
NFHS-5 Individual,v856,na - knowledge and use of hiv test kits
NFHS-5 Individual,v857a,na - children with hiv should be allowed to attend school with children without
NFHS-5 Individual,v857b,na - people hesitate to take hiv test because reaction of other people if positi
NFHS-5 Individual,v857c,na - people talk badly about people with or believed to have hiv
NFHS-5 Individual,v857d,na - people with or believed to have hiv lose respect from other people
NFHS-5 Individual,v858,na - would be afraid to get hiv from contact with saliva from infected person
NFHS-5 Individual,v801,time interview started (hhmm - 24 hour clock)
NFHS-5 Individual,v802,time interview ended (hhmm - 24 hour clock)
NFHS-5 Individual,v803,length of interview in minutes
NFHS-5 Individual,v804,number of visits
NFHS-5 Individual,v805,interviewer identification
NFHS-5 Individual,v806,na - keyer identification
NFHS-5 Individual,v811,presence of children < 10 for 'wife beating justified' questions
NFHS-5 Individual,v812,presence of husband for 'wife beating justified' questions
NFHS-5 Individual,v813,presence of other males for 'wife beating justified' questions
NFHS-5 Individual,v814,presence of other females for 'wife beating justified' questions
NFHS-5 Individual,v815a,presence of children < 10 during sexual activity section
NFHS-5 Individual,v815b,presence of male adults during sexual activity section
NFHS-5 Individual,v815c,presence of female adults during sexual activity section
NFHS-5 Individual,vcol_1,calendar column number
NFHS-5 Individual,vcol_2,calendar column number
NFHS-5 Individual,vcol_6,calendar column number
NFHS-5 Individual,vcol_7,calendar column number
NFHS-5 Individual,vcal_1,calendar
NFHS-5 Individual,vcal_2,calendar
NFHS-5 Individual,vcal_6,calendar
NFHS-5 Individual,vcal_7,calendar
NFHS-5 Individual,idxml_1,index to birth history
NFHS-5 Individual,idxml_2,index to birth history
NFHS-5 Individual,idxml_3,index to birth history
NFHS-5 Individual,idxml_4,index to birth history
NFHS-5 Individual,idxml_5,index to birth history
NFHS-5 Individual,idxml_6,index to birth history
NFHS-5 Individual,ml0_1,type of mosquito bed net(s) child slept under last night
NFHS-5 Individual,ml0_2,type of mosquito bed net(s) child slept under last night
NFHS-5 Individual,ml0_3,type of mosquito bed net(s) child slept under last night
NFHS-5 Individual,ml0_4,type of mosquito bed net(s) child slept under last night
NFHS-5 Individual,ml0_5,type of mosquito bed net(s) child slept under last night
NFHS-5 Individual,ml0_6,type of mosquito bed net(s) child slept under last night
NFHS-5 Individual,ml1_1,na - number of times took fansidar during pregnancy
NFHS-5 Individual,ml1_2,na - number of times took fansidar during pregnancy
NFHS-5 Individual,ml1_3,na - number of times took fansidar during pregnancy
NFHS-5 Individual,ml1_4,na - number of times took fansidar during pregnancy
NFHS-5 Individual,ml1_5,na - number of times took fansidar during pregnancy
NFHS-5 Individual,ml1_6,na - number of times took fansidar during pregnancy
NFHS-5 Individual,ml2_1,na - source of antimalarial during pregnancy
NFHS-5 Individual,ml2_2,na - source of antimalarial during pregnancy
NFHS-5 Individual,ml2_3,na - source of antimalarial during pregnancy
NFHS-5 Individual,ml2_4,na - source of antimalarial during pregnancy
NFHS-5 Individual,ml2_5,na - source of antimalarial during pregnancy
NFHS-5 Individual,ml2_6,na - source of antimalarial during pregnancy
NFHS-5 Individual,ml11_1,na - child has fever/cough now
NFHS-5 Individual,ml11_2,na - child has fever/cough now
NFHS-5 Individual,ml11_3,na - child has fever/cough now
NFHS-5 Individual,ml11_4,na - child has fever/cough now
NFHS-5 Individual,ml11_5,na - child has fever/cough now
NFHS-5 Individual,ml11_6,na - child has fever/cough now
NFHS-5 Individual,ml12_1,na - child has had convulsions in last 2 weeks
NFHS-5 Individual,ml12_2,na - child has had convulsions in last 2 weeks
NFHS-5 Individual,ml12_3,na - child has had convulsions in last 2 weeks
NFHS-5 Individual,ml12_4,na - child has had convulsions in last 2 weeks
NFHS-5 Individual,ml12_5,na - child has had convulsions in last 2 weeks
NFHS-5 Individual,ml12_6,na - child has had convulsions in last 2 weeks
NFHS-5 Individual,ml13a_1,fansidar taken for fever
NFHS-5 Individual,ml13a_2,fansidar taken for fever
NFHS-5 Individual,ml13a_3,fansidar taken for fever
NFHS-5 Individual,ml13a_4,fansidar taken for fever
NFHS-5 Individual,ml13a_5,fansidar taken for fever
NFHS-5 Individual,ml13a_6,fansidar taken for fever
NFHS-5 Individual,ml13b_1,chloroquine taken for fever
NFHS-5 Individual,ml13b_2,chloroquine taken for fever
NFHS-5 Individual,ml13b_3,chloroquine taken for fever
NFHS-5 Individual,ml13b_4,chloroquine taken for fever
NFHS-5 Individual,ml13b_5,chloroquine taken for fever
NFHS-5 Individual,ml13b_6,chloroquine taken for fever
NFHS-5 Individual,ml13c_1,na - amodiaquine taken for fever
NFHS-5 Individual,ml13c_2,na - amodiaquine taken for fever
NFHS-5 Individual,ml13c_3,na - amodiaquine taken for fever
NFHS-5 Individual,ml13c_4,na - amodiaquine taken for fever
NFHS-5 Individual,ml13c_5,na - amodiaquine taken for fever
NFHS-5 Individual,ml13c_6,na - amodiaquine taken for fever
NFHS-5 Individual,ml13d_1,quinine taken for fever
NFHS-5 Individual,ml13d_2,quinine taken for fever
NFHS-5 Individual,ml13d_3,quinine taken for fever
NFHS-5 Individual,ml13d_4,quinine taken for fever
NFHS-5 Individual,ml13d_5,quinine taken for fever
NFHS-5 Individual,ml13d_6,quinine taken for fever
NFHS-5 Individual,ml13da_1,na - quinine injection/iv taken for fever
NFHS-5 Individual,ml13da_2,na - quinine injection/iv taken for fever
NFHS-5 Individual,ml13da_3,na - quinine injection/iv taken for fever
NFHS-5 Individual,ml13da_4,na - quinine injection/iv taken for fever
NFHS-5 Individual,ml13da_5,na - quinine injection/iv taken for fever
NFHS-5 Individual,ml13da_6,na - quinine injection/iv taken for fever
NFHS-5 Individual,ml13e_1,combination with artemisinin taken for fever
NFHS-5 Individual,ml13e_2,combination with artemisinin taken for fever
NFHS-5 Individual,ml13e_3,combination with artemisinin taken for fever
NFHS-5 Individual,ml13e_4,combination with artemisinin taken for fever
NFHS-5 Individual,ml13e_5,combination with artemisinin taken for fever
NFHS-5 Individual,ml13e_6,combination with artemisinin taken for fever
NFHS-5 Individual,ml13aa_1,na - artesunate rectal taken for fever
NFHS-5 Individual,ml13aa_2,na - artesunate rectal taken for fever
NFHS-5 Individual,ml13aa_3,na - artesunate rectal taken for fever
NFHS-5 Individual,ml13aa_4,na - artesunate rectal taken for fever
NFHS-5 Individual,ml13aa_5,na - artesunate rectal taken for fever
NFHS-5 Individual,ml13aa_6,na - artesunate rectal taken for fever
NFHS-5 Individual,ml13ab_1,na - artesunate injection/iv taken for fever
NFHS-5 Individual,ml13ab_2,na - artesunate injection/iv taken for fever
NFHS-5 Individual,ml13ab_3,na - artesunate injection/iv taken for fever
NFHS-5 Individual,ml13ab_4,na - artesunate injection/iv taken for fever
NFHS-5 Individual,ml13ab_5,na - artesunate injection/iv taken for fever
NFHS-5 Individual,ml13ab_6,na - artesunate injection/iv taken for fever
NFHS-5 Individual,ml13f_1,primaquine taken for fever
NFHS-5 Individual,ml13f_2,primaquine taken for fever
NFHS-5 Individual,ml13f_3,primaquine taken for fever
NFHS-5 Individual,ml13f_4,primaquine taken for fever
NFHS-5 Individual,ml13f_5,primaquine taken for fever
NFHS-5 Individual,ml13f_6,primaquine taken for fever
NFHS-5 Individual,ml13g_1,unknown anti-malarial taken for fever
NFHS-5 Individual,ml13g_2,unknown anti-malarial taken for fever
NFHS-5 Individual,ml13g_3,unknown anti-malarial taken for fever
NFHS-5 Individual,ml13g_4,unknown anti-malarial taken for fever
NFHS-5 Individual,ml13g_5,unknown anti-malarial taken for fever
NFHS-5 Individual,ml13g_6,unknown anti-malarial taken for fever
NFHS-5 Individual,ml13h_1,other antimalarial taken for fever
NFHS-5 Individual,ml13h_2,other antimalarial taken for fever
NFHS-5 Individual,ml13h_3,other antimalarial taken for fever
NFHS-5 Individual,ml13h_4,other antimalarial taken for fever
NFHS-5 Individual,ml13h_5,other antimalarial taken for fever
NFHS-5 Individual,ml13h_6,other antimalarial taken for fever
NFHS-5 Individual,ml13i_1,na - antibiotic pill/syrup taken for fever
NFHS-5 Individual,ml13i_2,na - antibiotic pill/syrup taken for fever
NFHS-5 Individual,ml13i_3,na - antibiotic pill/syrup taken for fever
NFHS-5 Individual,ml13i_4,na - antibiotic pill/syrup taken for fever
NFHS-5 Individual,ml13i_5,na - antibiotic pill/syrup taken for fever
NFHS-5 Individual,ml13i_6,na - antibiotic pill/syrup taken for fever
NFHS-5 Individual,ml13j_1,na - antibiotic injection taken for fever
NFHS-5 Individual,ml13j_2,na - antibiotic injection taken for fever
NFHS-5 Individual,ml13j_3,na - antibiotic injection taken for fever
NFHS-5 Individual,ml13j_4,na - antibiotic injection taken for fever
NFHS-5 Individual,ml13j_5,na - antibiotic injection taken for fever
NFHS-5 Individual,ml13j_6,na - antibiotic injection taken for fever
NFHS-5 Individual,ml13k_1,aspirin taken for fever
NFHS-5 Individual,ml13k_2,aspirin taken for fever
NFHS-5 Individual,ml13k_3,aspirin taken for fever
NFHS-5 Individual,ml13k_4,aspirin taken for fever
NFHS-5 Individual,ml13k_5,aspirin taken for fever
NFHS-5 Individual,ml13k_6,aspirin taken for fever
NFHS-5 Individual,ml13l_1,acetaminophen/paracetamol/panadol taken for fever
NFHS-5 Individual,ml13l_2,acetaminophen/paracetamol/panadol taken for fever
NFHS-5 Individual,ml13l_3,acetaminophen/paracetamol/panadol taken for fever
NFHS-5 Individual,ml13l_4,acetaminophen/paracetamol/panadol taken for fever
NFHS-5 Individual,ml13l_5,acetaminophen/paracetamol/panadol taken for fever
NFHS-5 Individual,ml13l_6,acetaminophen/paracetamol/panadol taken for fever
NFHS-5 Individual,ml13m_1,ibuprofen taken for fever
NFHS-5 Individual,ml13m_2,ibuprofen taken for fever
NFHS-5 Individual,ml13m_3,ibuprofen taken for fever
NFHS-5 Individual,ml13m_4,ibuprofen taken for fever
NFHS-5 Individual,ml13m_5,ibuprofen taken for fever
NFHS-5 Individual,ml13m_6,ibuprofen taken for fever
NFHS-5 Individual,ml13n_1,antibiotic taken for fever
NFHS-5 Individual,ml13n_2,antibiotic taken for fever
NFHS-5 Individual,ml13n_3,antibiotic taken for fever
NFHS-5 Individual,ml13n_4,antibiotic taken for fever
NFHS-5 Individual,ml13n_5,antibiotic taken for fever
NFHS-5 Individual,ml13n_6,antibiotic taken for fever
NFHS-5 Individual,ml13o_1,na - cs other taken for fever
NFHS-5 Individual,ml13o_2,na - cs other taken for fever
NFHS-5 Individual,ml13o_3,na - cs other taken for fever
NFHS-5 Individual,ml13o_4,na - cs other taken for fever
NFHS-5 Individual,ml13o_5,na - cs other taken for fever
NFHS-5 Individual,ml13o_6,na - cs other taken for fever
NFHS-5 Individual,ml13p_1,na - cs other taken for fever
NFHS-5 Individual,ml13p_2,na - cs other taken for fever
NFHS-5 Individual,ml13p_3,na - cs other taken for fever
NFHS-5 Individual,ml13p_4,na - cs other taken for fever
NFHS-5 Individual,ml13p_5,na - cs other taken for fever
NFHS-5 Individual,ml13p_6,na - cs other taken for fever
NFHS-5 Individual,ml13x_1,other taken for fever
NFHS-5 Individual,ml13x_2,other taken for fever
NFHS-5 Individual,ml13x_3,other taken for fever
NFHS-5 Individual,ml13x_4,other taken for fever
NFHS-5 Individual,ml13x_5,other taken for fever
NFHS-5 Individual,ml13x_6,other taken for fever
NFHS-5 Individual,ml13y_1,nothing taken and didn't seek treatment for fever/cough
NFHS-5 Individual,ml13y_2,nothing taken and didn't seek treatment for fever/cough
NFHS-5 Individual,ml13y_3,nothing taken and didn't seek treatment for fever/cough
NFHS-5 Individual,ml13y_4,nothing taken and didn't seek treatment for fever/cough
NFHS-5 Individual,ml13y_5,nothing taken and didn't seek treatment for fever/cough
NFHS-5 Individual,ml13y_6,nothing taken and didn't seek treatment for fever/cough
NFHS-5 Individual,ml13z_1,don't know if or what was taken for fever
NFHS-5 Individual,ml13z_2,don't know if or what was taken for fever
NFHS-5 Individual,ml13z_3,don't know if or what was taken for fever
NFHS-5 Individual,ml13z_4,don't know if or what was taken for fever
NFHS-5 Individual,ml13z_5,don't know if or what was taken for fever
NFHS-5 Individual,ml13z_6,don't know if or what was taken for fever
NFHS-5 Individual,ml14a_1,na - injection given for fever/convulsion
NFHS-5 Individual,ml14a_2,na - injection given for fever/convulsion
NFHS-5 Individual,ml14a_3,na - injection given for fever/convulsion
NFHS-5 Individual,ml14a_4,na - injection given for fever/convulsion
NFHS-5 Individual,ml14a_5,na - injection given for fever/convulsion
